,TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,LATITUDE,LONGITUDE,SQFT_W,PRICE_W,BATH_clean,sublocality,administrative_area
225,Co-op for sale,349000,2,1.0,,40.705,-73.824,,12.762830066509972,1.0,Kew Gardens,Queens County
226,Condo for sale,2000000,4,4.0,3000.0,40.757,-73.961,8.006700845440367,14.508658238524095,4.0,Manhattan,New York County
227,Condo for sale,839000,3,2.0,1376.0,40.591,-73.991,7.227662498728654,13.639967177343745,2.0,Brooklyn,Kings County
228,Co-op for sale,329000,1,1.0,820.0,40.716,-73.837,6.710523109452428,12.703816069256568,1.0,Forest Hills,Queens County
229,Multi-family home for sale,899000,6,3.0,3683.0,40.88,-73.856,8.211754397375197,13.70903942580019,3.0,Williamsbridge,Bronx County
230,House for sale,615000,3,2.0,,40.661,-73.902,,13.329379172803593,2.0,Brownsville,Kings County
231,Condo for sale,800000,2,2.0,1257.0,40.792,-73.941,7.1372784372603855,13.592368256649284,2.0,Manhattan,New York County
232,Condo for sale,430000,2,2.0,1248.0,40.612,-74.151,7.130098510125578,12.971542813248437,2.0,New York,
233,Contingent,499000,3,2.0,1288.0,40.617,-74.158,7.161622002939187,13.120363378739663,2.0,Mid Island,Richmond County
234,Co-op for sale,439500,3,2.0,1400.0,40.705,-73.834,7.244941546337007,12.993395271417636,2.0,Kew Gardens,Queens County
235,Co-op for sale,299000,1,1.0,,40.712,-73.834,,12.608202196848836,1.0,Kew Gardens,Queens County
236,House for sale,2580000,8,2.3738608579684373,6493.0,40.605,-74.097,8.77863395266279,14.763300344494624,2.0,Todt Hill,Richmond County
237,Condo for sale,200000,1,1.0,613.0,40.84,-73.854,6.419994928147142,12.206077645517674,1.0,Parkchester,Bronx County
238,Co-op for sale,425000,3,1.0,,40.819,-73.953,,12.959846800844963,1.0,Manhattan,New York County
239,Co-op for sale,69000,1,1.0,850.0,40.837,-73.924,6.7464121285733745,11.141876276228,1.0,Highbridge,Bronx County
240,Condo for sale,1995000,3,2.0,1546.0,40.802,-73.967,7.344072850573066,14.506155109559108,2.0,Manhattan,New York County
241,Co-op for sale,230000,1,1.0,620.0,40.803,-73.967,6.431331081933479,12.345838935721968,1.0,Manhattan,New York County
242,Co-op for sale,220000,1,1.0,590.0,40.713,-73.823,6.3818160174060985,12.301387370778713,1.0,Jamaica,Queens County
243,Co-op for sale,198000,3,1.0,,40.756,-73.821,,12.19602736016897,1.0,Flushing,Queens County
244,Co-op for sale,1495000,1,2.0,,40.738,-73.985,,14.217637433703022,2.0,Manhattan,New York County
245,Co-op for sale,475000,1,1.0,615.0,40.778,-73.945,6.423246963533519,13.07107218827772,1.0,Manhattan,New York County
246,Co-op for sale,199900,2,1.0,,40.678,-73.734,,12.20557752297723,1.0,Rosedale,Queens County
247,House for sale,1150000,2,2.0,1444.0,40.588,-74.109,7.275864600546533,13.955273369904273,2.0,Todt Hill,Richmond County
248,House for sale,1575000,3,2.0,,40.668,-73.976,,14.269766465162304,2.0,Park Slope,Kings County
249,Co-op for sale,229000,1,1.0,,40.756,-73.876,,12.34148164933907,1.0,Jackson Heights,Queens County
250,For sale,2700000,8,4.0,,40.691,-73.968,,14.80876270134486,4.0,Clinton Hill,Kings County
251,Condo for sale,320000,2,2.0,936.0,40.824,-73.861,6.842683282238422,12.676079399771027,2.0,East Bronx,Bronx County
252,Co-op for sale,295000,2,1.0,700.0,40.62,-73.971,6.55250788703459,12.59473402514672,1.0,Midwood,Kings County
253,House for sale,550000,3,2.0,,40.65,-73.938,,13.217675375388819,2.0,Little Caribbean,Kings County
254,Condo for sale,285000,2,1.0,1000.0,40.836,-73.861,6.90875477931522,12.560247968016562,1.0,Parkchester,Bronx County
255,Co-op for sale,328000,1,1.0,800.0,40.743,-73.881,6.68586094706836,12.700771936142122,1.0,Elmhurst,Queens County
256,Multi-family home for sale,1388000,4,3.0,,40.774,-73.796,,14.143375140509722,3.0,Flushing,Queens County
257,Multi-family home for sale,3000000,10,10.0,,40.695,-73.993,,14.914123179965662,10.0,Brooklyn Heights,Kings County
258,Multi-family home for sale,2198888,7,6.0,,40.703,-73.909,,14.603462790773099,6.0,Ridgewood,Queens County
259,Multi-family home for sale,650000,6,2.0,2310.0,40.824,-73.863,7.745435610274381,13.384729180332174,2.0,East Bronx,Bronx County
260,Condo for sale,1100000,1,2.0,890.0,40.76,-73.987,6.792344427470809,13.910821646859095,2.0,Manhattan,New York County
261,Townhouse for sale,2649000,5,4.0,4050.0,40.682,-73.939,8.30671904320269,14.789693145755079,4.0,Stuyvesant Heights,Kings County
262,Co-op for sale,849000,2,1.0,800.0,40.666,-73.987,6.68586094706836,13.651815643149092,1.0,Park Slope,Kings County
263,For sale,6500000,2,2.0,,40.778,-73.963,,15.687312888712007,2.0,Manhattan,New York County
264,Co-op for sale,560000,3,1.0,550.0,40.777,-73.987,6.311734809152915,13.235693848424024,1.0,Manhattan,New York County
265,Co-op for sale,418888,2,1.0,900.0,40.634,-74.006,6.803505257608338,12.945361247339928,1.0,Borough Park,Kings County
266,Multi-family home for sale,2600000,3,3.0,3978.0,40.608,-74.01,8.288785810426928,14.77102238760702,3.0,Bath Beach,Kings County
267,Multi-family home for sale,899000,8,2.0,2160.0,40.873,-73.847,7.6783263565068856,13.70903942580019,2.0,Laconia,Bronx County
268,Multi-family home for sale,979000,8,3.0,2860.0,40.66,-73.92,7.95892649305011,13.794287942962585,3.0,East Flatbush,Kings County
269,Co-op for sale,199000,1,1.0,,40.728,-73.847,,12.201065128819632,1.0,Forest Hills,Queens County
270,For sale,815000,3,1.0,,40.752,-73.97,,13.610944619216111,1.0,Manhattan,New York County
271,Condo for sale,1025000,1,1.0,800.0,40.771,-73.951,6.68586094706836,13.840204146163925,1.0,Manhattan,New York County
272,Condo for sale,1375000,1,2.0,920.0,40.765,-73.965,6.825460036255307,14.13396501635527,2.0,Manhattan,New York County
273,Condo for sale,875000,3,2.0,1437.0,40.854,-73.935,7.271008538280992,13.681980308196241,2.0,Manhattan,New York County
274,Multi-family home for sale,1350000,6,3.0,3000.0,40.59,-73.946,8.006700845440367,14.115615891155079,3.0,Sheepshead Bay,Kings County
275,For sale,989000,7,3.0,,40.636,-73.902,,13.804450621726684,3.0,Canarsie,Kings County
276,Multi-family home for sale,815156,4,4.0,2945.0,40.64,-74.11,7.988203597022576,13.611136011707485,4.0,Randall Manor,Richmond County
277,Multi-family home for sale,1949000,3,5.0,2560.0,40.581,-73.959,7.848153086199526,14.482827491573198,5.0,Brighton Beach,Kings County
278,Multi-family home for sale,669000,5,2.0,1893.0,40.597,-73.77,7.546446273746024,13.41354083387756,2.0,Far Rockaway,Queens County
279,Multi-family home for sale,900500,4,2.0,,40.647,-73.891,,13.7107065540917,2.0,Canarsie,Kings County
280,Co-op for sale,1465000,3,3.0,,40.77,-73.959,,14.19736648302693,3.0,Manhattan,New York County
281,For sale,899000,3,1.0,1100.0,40.76,-73.997,7.00397413672268,13.70903942580019,1.0,Manhattan,New York County
282,Condo for sale,1100000,1,1.0,726.0,40.708,-74.014,6.588926477533519,13.910821646859095,1.0,Manhattan,New York County
283,Multi-family home for sale,1199000,6,5.0,,40.666,-73.853,,13.99699926803766,5.0,Jamaica,Queens County
284,For sale,325000,2,1.0,,40.799,-73.96,,12.691583538230217,1.0,Manhattan,New York County
285,Multi-family home for sale,599000,4,3.0,1176.0,40.638,-74.163,7.0707241072602764,13.303018546545275,3.0,Staten Island,Richmond County
286,Multi-family home for sale,1230000,4,3.0,,40.7,-73.891,,14.0225255403564,3.0,Flushing,Queens County
287,Co-op for sale,3950000,3,3.0,,40.757,-73.961,,15.18922639004183,3.0,Manhattan,New York County
288,House for sale,2147483647,7,6.0,10000.0,40.518,-74.224,9.210440366976517,21.487562597358306,6.0,Charleston,Richmond County
289,Multi-family home for sale,1350000,10,5.0,3383.0,40.683,-73.877,8.126813720726114,14.115615891155079,5.0,Cypress Hills,Kings County
290,House for sale,799000,5,3.0,1800.0,40.634,-73.928,7.496097345175956,13.591117476312084,3.0,East Flatbush,Kings County
291,House for sale,1599000,5,3.0,5600.0,40.581,-74.113,8.630700432209832,14.284889617206765,3.0,Todt Hill,Richmond County
292,House for sale,1299900,4,4.0,2755.0,40.507,-74.239,7.9215356321335495,14.07779866568576,4.0,Tottenville,Richmond County
293,Co-op for sale,370000,1,1.0,,40.694,-73.994,,12.821260987319457,1.0,Brooklyn Heights,Kings County
294,For sale,3225,3,1.0,,40.843,-73.941,,8.078998258685154,1.0,Manhattan,New York County
295,Co-op for sale,3649000,3,2.0,,40.746,-73.987,,15.109963989466232,2.0,Manhattan,New York County
296,Multi-family home for sale,860000,5,3.0,2324.0,40.577,-74.005,7.751475318021456,13.664688831019712,3.0,Seagate,Kings County
297,House for sale,765000,3,4.0,2205.0,40.611,-74.091,7.698936199813447,13.547632419997361,4.0,Mid Island,Richmond County
298,Co-op for sale,259000,1,1.0,750.0,40.649,-73.944,6.621405651764134,12.464587201678082,1.0,Little Haiti,Kings County
299,Multi-family home for sale,1500000,8,3.0,3135.0,40.647,-73.949,8.0507033814703,14.220976332738882,3.0,Little Haiti,Kings County
300,Condo for sale,850000,2,2.0,1005.0,40.856,-73.938,6.913737350659685,13.652992804936396,2.0,Manhattan,New York County
301,For sale,2494,2,1.0,,40.843,-73.941,,7.822044008185619,1.0,Manhattan,New York County
302,Condo for sale,99000,1,1.0,,40.637,-73.9,,11.502885230075814,1.0,Canarsie,Kings County
303,Co-op for sale,535000,1,1.0,750.0,40.645,-73.972,6.621405651764134,13.190023895035274,1.0,Kensington,Kings County
304,Multi-family home for sale,849998,4,2.0,2342.0,40.549,-74.163,7.759187438507795,13.652990451995219,2.0,Eltingville,Richmond County
305,For sale,1100000,2,2.0,,40.807,-73.954,,13.910821646859095,2.0,Manhattan,New York County
306,Multi-family home for sale,998000,5,3.0,1574.0,40.719,-73.906,7.362010551259734,13.813509557297108,3.0,Flushing,Queens County
307,Multi-family home for sale,1500000,3,2.0,,40.634,-73.946,,14.220976332738882,2.0,Little Haiti,Kings County
308,Multi-family home for sale,875000,6,3.0,2860.0,40.892,-73.849,7.95892649305011,13.681980308196241,3.0,East Bronx,Bronx County
309,Condo for sale,2350000,1,2.0,1144.0,40.745,-74.006,7.0431599159883405,14.669926311652166,2.0,Manhattan,New York County
310,Multi-family home for sale,850000,5,2.0,1908.0,40.898,-73.846,7.554334823725748,13.652992804936396,2.0,East Bronx,Bronx County
311,For sale,4000000,3,2.3738608579684373,2248.0,40.73,-73.991,7.718240951959316,15.201805169084134,2.0,Manhattan,New York County
312,Co-op for sale,1200000,3,2.0,,40.769,-73.963,,13.997832948091215,2.0,Manhattan,New York County
313,Condo for sale,12000000,4,4.0,3809.0,40.717,-74.004,8.245384468120747,16.300417291085605,4.0,Manhattan,New York County
314,Co-op for sale,1300000,2,2.0,,40.79,-73.977,,14.077875591662238,2.0,Manhattan,New York County
315,For sale,799000,3,1.0,585.0,40.78,-73.987,6.373319789577012,13.591117476312084,1.0,Manhattan,New York County
316,Co-op for sale,339000,3,1.0,250.0,40.749,-73.972,5.5254529391317835,12.733758336210744,1.0,Manhattan,New York County
317,Multi-family home for sale,875000,7,5.0,2680.0,40.827,-73.877,7.893945138235959,13.681980308196241,5.0,East Bronx,Bronx County
318,Multi-family home for sale,799000,7,2.0,2296.0,40.833,-73.873,7.739359202689098,13.591117476312084,2.0,East Bronx,Bronx County
319,House for sale,285000,2,1.0,1380.0,40.713,-73.744,7.2305631534092925,12.560247968016562,1.0,Queens Village,Queens County
320,Multi-family home for sale,2499000,5,4.0,1340.0,40.696,-73.972,7.201170883281678,14.731401609977073,4.0,Fort Greene,Kings County
321,Townhouse for sale,795000,4,2.0,1440.0,40.877,-73.911,7.273092595999522,13.586098651497313,2.0,The Bronx,New York County
322,Co-op for sale,1799995,2,2.0,,40.771,-73.959,,14.403295000641702,2.0,Manhattan,New York County
323,House for sale,250000,3,2.3738608579684373,1224.0,40.651,-73.832,7.110696122978827,12.429220196836383,2.0,Jamaica,Queens County
324,For sale,5999000,3,3.0,3000.0,40.78,-73.987,8.006700845440367,15.607103513329665,3.0,Manhattan,New York County
325,Pending,668000,3,2.0,1606.0,40.73,-73.731,7.382124365737512,13.41204494952365,2.0,Jamaica,Queens County
326,House for sale,699900,3,2.0,1470.0,40.615,-74.161,7.293697720601438,13.45869417545215,2.0,Bulls Head,Richmond County
327,Townhouse for sale,5295000,4,4.0,4600.0,40.68,-73.998,8.434028950155469,15.48227372587504,4.0,Carroll Gardens,Kings County
328,Condo for sale,2265000,2,2.0,1123.0,40.71,-73.991,7.024649030453636,14.633085758400277,2.0,Manhattan,New York County
329,Co-op for sale,459000,2,1.0,950.0,40.761,-73.826,6.85751406254539,13.036807667689546,1.0,Flushing,Queens County
330,Multi-family home for sale,1369000,4,2.3738608579684373,2900.0,40.524,-74.221,7.972810784121404,14.129591834730508,2.0,Prince's Bay,Richmond County
331,House for sale,879000,4,2.0,,40.729,-73.713,,13.686541314323094,2.0,Jamaica,Queens County
332,Condo for sale,559000,1,1.0,679.0,40.795,-73.943,6.522092798170152,13.233906541044401,1.0,Manhattan,New York County
333,Multi-family home for sale,869888,4,3.0,,40.702,-73.826,,13.676120896284058,3.0,Richmond Hill,Queens County
334,House for sale,799888,3,2.0,,40.714,-73.897,,13.592228247023392,2.0,Flushing,Queens County
335,House for sale,749000,4,1.0,1040.0,40.617,-74.151,6.947937068614969,13.52649559761195,1.0,Mid Island,Richmond County
336,House for sale,499000,2,3.0,,40.689,-73.757,,13.120363378739663,3.0,Jamaica,Queens County
337,House for sale,1295000,3,4.0,2193.0,40.79,-73.977,7.693481640835175,14.07402202531625,4.0,Manhattan,New York County
338,Pending,879900,3,2.0,2242.0,40.541,-74.196,7.715569534520208,13.68756468012579,2.0,Woodrow,Richmond County
339,Co-op for sale,400000,2,2.0,1150.0,40.813,-73.808,7.048386408721883,12.899222326086994,2.0,East Bronx,Bronx County
340,Multi-family home for sale,699999,6,2.3738608579684373,,40.852,-73.915,,13.458835614025542,2.0,Morris Heights,Bronx County
341,Condo for sale,289000,1,1.0,666.0,40.654,-73.885,6.502790045915623,12.574185427296195,1.0,East New York,Kings County
342,Condo for sale,699000,1,1.0,616.0,40.683,-73.943,6.424869023905388,13.457407451830088,1.0,Bedford-Stuyvesant,Kings County
343,Land for sale,5800,3,2.3738608579684373,,40.619,-73.931,,8.665785595466064,2.0,Flatlands,Kings County
344,Foreclosure,479000,6,2.0,3100.0,40.627,-74.147,8.03947991910045,13.079457964073546,2.0,Mariners Harbor,Richmond County
345,Condo for sale,1355000,2,2.0,1002.0,40.683,-73.943,6.910750787961936,14.119312750303045,2.0,Bedford-Stuyvesant,Kings County
346,Condo for sale,1225000,2,2.0,882.0,40.683,-73.943,6.78332520060396,14.018452218287162,2.0,Bedford-Stuyvesant,Kings County
347,Foreclosure,9999000,4,6.0,4531.0,40.778,-73.959,8.418918622147897,16.11799574596798,6.0,Manhattan,New York County
348,Co-op for sale,105000,3,1.0,656.0,40.856,-73.869,6.48768401848461,11.561725152903833,1.0,East Bronx,Bronx County
349,House for sale,300000,3,1.0,952.0,40.616,-73.93,6.859614903654202,12.611541086966115,1.0,Marine Park,Kings County
350,Multi-family home for sale,799000,5,3.0,2400.0,40.818,-73.813,7.783640596221253,13.591117476312084,3.0,East Bronx,Bronx County
351,Co-op for sale,202000,2,1.0,1453.0,40.78,-73.782,7.282073658093465,12.216027926866138,1.0,Bay Terrace,Queens County
352,Contingent,720000,3,2.0,1430.0,40.615,-74.075,7.266128779556451,13.487007879880162,2.0,Rosebank,Richmond County
353,House for sale,600000,5,2.0,,40.642,-73.973,,13.304686600863562,2.0,Kensington,Kings County
354,Co-op for sale,599000,3,1.0,1200.0,40.628,-74.026,7.0909098220799835,13.303018546545275,1.0,Bay Ridge,Kings County
355,Condo for sale,235000,2,1.0,860.0,40.619,-74.095,6.7580945044277305,12.367345048436391,1.0,Mid Island,Richmond County
356,Co-op for sale,319000,3,1.0,960.0,40.76,-73.729,6.8679744089702925,12.672949516558306,1.0,Little Neck,Queens County
357,Multi-family home for sale,1088888,4,2.0,,40.786,-73.793,,13.900668468345392,2.0,Flushing,Queens County
358,House for sale,1250000,4,4.0,3300.0,40.568,-74.141,8.101980731853192,14.038654909278163,4.0,Richmond,Richmond County
359,Land for sale,650000,3,2.3738608579684373,,40.68,-73.884,,13.384729180332174,2.0,Cypress Hills,Kings County
360,House for sale,774888,3,2.0,960.0,40.553,-74.171,6.8679744089702925,13.560475072271236,2.0,Arden Heights,Richmond County
361,Co-op for sale,105509,1,1.0,650.0,40.879,-73.918,6.478509642208569,11.566561014136138,1.0,Spuyten Duyvil,Bronx County
362,Multi-family home for sale,995000,5,2.0,,40.686,-73.936,,13.81049902116535,2.0,Bedford-Stuyvesant,Kings County
363,House for sale,769000,4,2.0,1728.0,40.815,-73.815,7.455298485683291,13.552847548877052,2.0,East Bronx,Bronx County
364,Co-op for sale,395995,2,1.0,1100.0,40.905,-73.905,7.00397413672268,12.889159389175502,1.0,North Riverdale,Bronx County
365,For sale,975000,1,2.0,900.0,40.759,-73.967,6.803505257608338,13.790193775620484,2.0,Manhattan,New York County
366,House for sale,499999,2,1.0,1744.0,40.855,-73.791,7.4645098346365275,13.122363377404328,1.0,City Island,Bronx County
367,Co-op for sale,1649000,2,2.0,,40.777,-73.987,,14.31568020796969,2.0,Manhattan,New York County
368,Co-op for sale,365000,2,1.0,,40.708,-73.829,,12.807655372286902,1.0,Jamaica,Queens County
369,Pending,748999,3,2.0,1620.0,40.607,-74.072,7.390798521735676,13.526494262499357,2.0,Rosebank,Richmond County
370,House for sale,635000,3,2.0,,40.693,-73.75,,13.361381852676738,2.0,St. Albans,Queens County
371,Co-op for sale,149000,3,1.0,400.0,40.728,-73.985,5.993961427306569,11.91170829631447,1.0,Manhattan,New York County
372,House for sale,1099000,5,2.0,1760.0,40.648,-73.845,7.473637108496206,13.909912143303451,2.0,Jamaica,Queens County
373,Land for sale,3950000,3,2.3738608579684373,,40.525,-74.167,,15.18922639004183,2.0,Southeast Annadale,Richmond County
374,Multi-family home for sale,1529999,6,5.0,2400.0,40.678,-73.806,7.783640596221253,14.240778293368619,5.0,Jamaica,Queens County
375,House for sale,675000,3,1.0,1404.0,40.633,-74.102,7.247792581767846,13.42246945133505,1.0,West Brighton,Richmond County
376,House for sale,2650000,6,6.0,,40.66,-73.846,,14.790070575320824,6.0,Howard Beach,Queens County
377,House for sale,420000,3,1.0,,40.678,-73.848,,12.948012371209098,1.0,Jamaica,Queens County
378,Land for sale,2999950,3,2.3738608579684373,,40.644,-73.91,,14.91410651316566,2.0,Canarsie,Kings County
379,Townhouse for sale,559900,3,2.0,980.0,40.513,-74.196,6.8885724595653635,13.23551526136861,2.0,Prince's Bay,Richmond County
380,House for sale,549000,3,1.0,,40.678,-73.817,,13.215855541983634,1.0,South Ozone Park,Queens County
381,Land for sale,999000,3,2.0,950.0,40.764,-73.83,6.85751406254539,13.81451105863119,2.0,Flushing,Queens County
382,Land for sale,289000,3,2.3738608579684373,,40.843,-73.867,,12.574185427296195,2.0,Van Nest,Bronx County
383,Land for sale,790000,3,2.3738608579684373,,40.783,-73.846,,13.579789490265188,2.0,College Point,Queens County
384,House for sale,2295000,7,4.0,3632.0,40.818,-73.944,8.197814032221203,14.646243837206535,4.0,Manhattan,New York County
385,House for sale,1150000,3,4.0,3000.0,40.534,-74.158,8.006700845440367,13.955273369904273,4.0,Eltingville,Richmond County
