,TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,LATITUDE,LONGITUDE,SQFT_W,PRICE_W,BATH_clean,sublocality,administrative_area
4104,Co-op for sale,1099500,2,1.0,,40.732,-74.009,,13.910366998480859,1.0,Manhattan,New York County
4105,Co-op for sale,2495000,2,2.0,,40.734,-73.995,,14.72979968796928,2.0,Manhattan,New York County
4106,House for sale,1500000,3,1.0,,40.722,-73.894,,14.220976332738882,1.0,Flushing,Queens County
4107,Condo for sale,720000,2,1.0,970.0,40.747,-73.902,6.878326468291325,13.487007879880162,1.0,Woodside,Queens County
4108,Condo for sale,4780000,2,2.0,1882.0,40.752,-73.983,7.5406215286571525,15.379951313672638,2.0,Manhattan,New York County
4109,Condo for sale,760000,1,1.0,700.0,40.764,-73.958,6.55250788703459,13.541075028051122,1.0,Manhattan,New York County
4110,Condo for sale,2350000,2,2.0,1628.0,40.76,-73.967,7.395721608602045,14.669926311652166,2.0,Manhattan,New York County
4111,Co-op for sale,339999,1,1.0,825.0,40.74,-73.887,6.716594773520978,12.736700896592344,1.0,Elmhurst,Queens County
4112,Co-op for sale,220000,1,1.0,900.0,40.872,-73.885,6.803505257608338,12.301387370778713,1.0,West Bronx,Bronx County
4113,Condo for sale,499000,1,1.0,750.0,40.741,-73.902,6.621405651764134,13.120363378739663,1.0,Woodside,Queens County
4114,Co-op for sale,445000,3,1.0,550.0,40.774,-73.956,6.311734809152915,13.005831808336863,1.0,Manhattan,New York County
4115,Co-op for sale,299000,1,1.0,700.0,40.759,-73.877,6.55250788703459,12.608202196848836,1.0,East Elmhurst,Queens County
4116,Condo for sale,4075000,3,3.0,2150.0,40.78,-73.987,7.67368812926773,15.220381550055842,3.0,Manhattan,New York County
4117,Condo for sale,580000,2,2.0,950.0,40.744,-73.835,6.85751406254539,13.270785106659046,2.0,Flushing,Queens County
4118,Co-op for sale,299900,1,1.0,,40.881,-73.91,,12.611207699176356,1.0,Spuyten Duyvil,Bronx County
4119,Condo for sale,995000,2,2.0,1015.0,40.803,-73.956,6.923628628138427,13.81049902116535,2.0,Manhattan,New York County
4120,Pending,825000,6,2.0,2444.0,40.555,-74.135,7.801800401908973,13.623139877437296,2.0,Bay Terrace,Richmond County
4121,Condo for sale,1525000,2,2.0,1329.0,40.745,-73.954,7.1929342212158,14.23750562376114,2.0,Long Island City,Queens County
4122,Co-op for sale,222888,2,1.0,,40.735,-73.823,,12.314429168672161,1.0,Kew Gardens Hills,Queens County
4123,Co-op for sale,1995000,3,3.0,1800.0,40.759,-73.961,7.496097345175956,14.506155109559108,3.0,Manhattan,New York County
4124,Co-op for sale,217000,1,1.0,700.0,40.713,-73.828,6.55250788703459,12.28765724080691,1.0,Kew Gardens,Queens County
4125,Condo for sale,468000,1,1.0,500.0,40.726,-73.86,6.2166061010848646,13.056225711649638,1.0,Rego Park,Queens County
4126,Multi-family home for sale,1739888,8,3.0,3375.0,40.615,-73.99,8.124446855715847,14.369331876052398,3.0,Bensonhurst,Kings County
4127,House for sale,650000,5,2.0,1951.0,40.893,-73.858,7.5766097669730375,13.384729180332174,2.0,East Bronx,Bronx County
4128,House for sale,1690000,10,4.0,2958.0,40.586,-73.951,7.99260665240021,14.340239678615058,4.0,Sheepshead Bay,Kings County
4129,Multi-family home for sale,2100000,3,8.0,7984.0,40.672,-73.948,8.985320060649112,14.557448378884015,8.0,Crown Heights,Kings County
4130,Co-op for sale,7450000,3,2.0,5500.0,40.744,-73.99,8.612685172875459,15.82372472458392,2.0,Manhattan,New York County
4131,Co-op for sale,295000,1,1.0,,40.733,-73.86,,12.59473402514672,1.0,Rego Park,Queens County
4132,Co-op for sale,450000,1,1.0,1115.0,40.719,-73.838,7.017506142941256,13.017005083966255,1.0,Forest Hills,Queens County
4133,Co-op for sale,995000,1,1.0,,40.784,-73.971,,13.81049902116535,1.0,Manhattan,New York County
4134,House for sale,629000,3,2.0,1216.0,40.572,-74.128,7.104144092987527,13.351888125506433,2.0,Richmond,Richmond County
4135,Co-op for sale,235000,1,1.0,660.0,40.882,-73.908,6.493753839851686,12.367345048436391,1.0,Kingsbridge,Bronx County
4136,House for sale,485000,3,1.0,525.0,40.739,-73.981,6.26530121273771,13.091906231773164,1.0,Manhattan,New York County
4137,Condo for sale,1588000,2,2.0,1108.0,40.77,-73.983,7.011213987350367,14.277986550511942,2.0,Manhattan,New York County
4138,House for sale,2695000,2,2.0,1750.0,40.739,-73.993,7.467942332285852,14.80690913338268,2.0,Manhattan,New York County
4139,Condo for sale,585000,2,2.0,988.0,40.887,-73.909,6.8966943316227125,13.279368835614243,2.0,Riverdale,Bronx County
4140,Multi-family home for sale,1598000,8,5.0,,40.738,-73.855,,14.28426403109039,5.0,Flushing,Queens County
4141,Condo for sale,848880,1,1.0,713.0,40.75,-73.983,6.570882962339584,13.651674290569584,1.0,Manhattan,New York County
4142,Co-op for sale,268000,1,1.0,750.0,40.73,-73.827,6.621405651764134,12.498745990829315,1.0,Kew Gardens Hills,Queens County
4143,Condo for sale,3700000,3,3.0,1756.0,40.796,-73.949,7.471363088187097,15.123843647884687,3.0,Manhattan,New York County
4144,Condo for sale,1125000,1,1.0,743.0,40.796,-73.962,6.612041034833092,13.933294482509151,1.0,Manhattan,New York County
4145,Pending,329000,2,2.0,1200.0,40.607,-73.959,7.0909098220799835,12.703816069256568,2.0,Homecrest,Kings County
4146,House for sale,799000,3,2.0,,40.765,-73.868,,13.591117476312084,2.0,Flushing,Queens County
4147,House for sale,1380000,4,2.0,2520.0,40.622,-74.034,7.83241092718792,14.137594781770806,2.0,Fort Hamilton,Kings County
4148,Co-op for sale,990000,2,2.0,,40.749,-73.972,,13.805461232211272,2.0,Manhattan,New York County
4149,Condo for sale,2395000,4,3.0,2155.0,40.682,-73.981,7.6760099320288875,14.6888942063636,3.0,Boerum Hill,Kings County
4150,Co-op for sale,600000,2,2.0,,40.886,-73.914,,13.304686600863562,2.0,Riverdale,Bronx County
4151,Co-op for sale,745000,3,2.0,,40.877,-73.918,,13.521140839642674,2.0,Spuyten Duyvil,Bronx County
4152,Condo for sale,8525000,4,4.0,2863.0,40.779,-73.956,7.9599745280805365,15.958513698435901,4.0,Manhattan,New York County
4153,Multi-family home for sale,1229000,6,5.0,2816.0,40.509,-74.247,7.943427767876373,14.021712202217492,5.0,Tottenville,Richmond County
4154,Co-op for sale,799000,1,1.0,950.0,40.742,-73.981,6.85751406254539,13.591117476312084,1.0,Manhattan,New York County
4155,Contingent,625000,4,2.0,1650.0,40.633,-74.122,7.409136443920128,13.345508528717259,2.0,West Brighton,Richmond County
4156,Townhouse for sale,1225000,4,4.0,1821.0,40.69,-73.919,7.507690077819904,14.018452218287162,4.0,Bushwick,Kings County
4157,Co-op for sale,299000,1,1.0,,40.729,-73.862,,12.608202196848836,1.0,Rego Park,Queens County
4158,Condo for sale,240000,1,1.0,800.0,40.619,-74.107,6.68586094706836,12.388398368982115,1.0,Castleton Corners,Richmond County
4159,Co-op for sale,165000,1,1.0,750.0,40.905,-73.907,6.621405651764134,12.013706813470414,1.0,North Riverdale,Bronx County
4160,Multi-family home for sale,1285000,4,2.0,,40.723,-73.815,,14.06627005452127,2.0,Flushing,Queens County
4161,Co-op for sale,765000,1,2.0,1000.0,40.762,-73.977,6.90875477931522,13.547632419997361,2.0,Manhattan,New York County
4162,Condo for sale,309000,2,1.0,862.0,40.839,-73.862,6.760414691083428,12.6410997921206,1.0,Parkchester,Bronx County
4163,Multi-family home for sale,1250000,6,3.0,3496.0,40.641,-73.907,8.159660737063376,14.038654909278163,3.0,Canarsie,Kings County
4164,Townhouse for sale,2099000,5,4.0,3200.0,40.633,-73.963,8.071218539969863,14.556972075219997,4.0,Flatbush,Kings County
4165,Co-op for sale,560000,1,1.0,,40.749,-73.972,,13.235693848424024,1.0,Manhattan,New York County
4166,Condo for sale,3795000,3,3.0,1981.0,40.763,-73.965,7.591861714889934,15.149195232316444,3.0,Manhattan,New York County
4167,Co-op for sale,269500,2,1.0,,40.853,-73.864,,12.504327379899443,1.0,East Bronx,Bronx County
4168,Co-op for sale,3275000,3,3.0,,40.779,-73.961,,15.001828732394953,3.0,Manhattan,New York County
4169,Co-op for sale,3795000,3,3.0,,40.772,-73.965,,15.149195232316444,3.0,Manhattan,New York County
4170,Co-op for sale,4150000,5,4.0,,40.781,-73.979,,15.238619133170708,4.0,Manhattan,New York County
4171,Co-op for sale,285000,1,1.0,,40.727,-73.855,,12.560247968016562,1.0,Rego Park,Queens County
4173,Contingent,649999,5,3.0,2052.0,40.632,-74.079,7.627057417018934,13.38472764187182,3.0,Stapleton Heights,Richmond County
4174,Condo for sale,780000,3,1.0,,40.681,-73.968,,13.567050480716235,1.0,Prospect Heights,Kings County
4175,Condo for sale,1075000,2,2.0,1144.0,40.691,-73.915,7.0431599159883405,13.887832149776026,2.0,Bushwick,Kings County
4176,Co-op for sale,345000,2,1.0,,40.723,-73.858,,12.75130259456002,1.0,Rego Park,Queens County
4177,Co-op for sale,365000,2,1.0,,40.732,-73.741,,12.807655372286902,1.0,Bellerose Manor,Queens County
4178,Condo for sale,750000,1,1.0,592.0,40.712,-73.945,6.385194398997726,13.527829818844937,1.0,Williamsburg,Kings County
4179,Condo for sale,1850000,2,2.0,1322.0,40.706,-74.012,7.187657164114956,14.430696737594902,2.0,Manhattan,New York County
4180,House for sale,1288000,3,2.3738608579684373,1692.0,40.609,-73.993,7.4342573821331355,14.06860196204365,2.0,Bensonhurst,Kings County
4181,Condo for sale,5250000,3,3.0,2950.0,40.761,-73.973,7.989899374942939,15.473738825043979,3.0,Manhattan,New York County
4182,Multi-family home for sale,769000,4,3.0,,40.643,-73.896,,13.552847548877052,3.0,Canarsie,Kings County
4183,Pending,925000,3,2.0,,40.722,-73.883,,13.73755009757506,2.0,Flushing,Queens County
4184,Co-op for sale,500000,1,1.0,,40.767,-73.986,,13.122365377402328,1.0,Manhattan,New York County
4185,Pending,625000,1,1.0,,40.736,-74.005,,13.345508528717259,1.0,Manhattan,New York County
4186,Multi-family home for sale,1375000,8,3.0,3039.0,40.802,-73.914,8.019612794400267,14.13396501635527,3.0,Port Morris,Bronx County
4187,Co-op for sale,270000,2,1.0,700.0,40.777,-73.907,6.55250788703459,12.506180941677357,1.0,Astoria,Queens County
4188,Multi-family home for sale,1273000,3,3.0,,40.75,-73.902,,14.05688766308519,3.0,Flushing,Queens County
4189,Co-op for sale,15000000,6,8.0,,40.775,-73.96,,16.52356082573315,8.0,Manhattan,New York County
4190,Contingent,499000,1,1.0,,40.748,-73.979,,13.120363378739663,1.0,Manhattan,New York County
4191,Co-op for sale,3585000,3,3.0,2237.0,40.78,-73.986,7.71333788887187,15.092269310955846,3.0,Manhattan,New York County
4192,House for sale,749999,9,3.0,,40.86,-73.896,,13.527828485512494,3.0,Fordham Heights,Bronx County
4193,House for sale,499000,3,2.0,1024.0,40.576,-74.094,6.932447891572509,13.120363378739663,2.0,Midland Beach,Richmond County
4194,Condo for sale,595000,1,1.0,556.0,40.687,-73.913,6.322565239927284,13.296318365198623,1.0,Bushwick,Kings County
4195,Multi-family home for sale,5000000,3,3.0,1845.0,40.729,-74.0,7.520776415062797,15.424948670398354,3.0,Manhattan,New York County
4196,Townhouse for sale,1495000,6,2.0,,40.766,-73.916,,14.217637433703022,2.0,Long Island City,Queens County
4197,Condo for sale,2995000,2,2.0,1784.0,40.762,-73.974,7.487173694213739,14.912455123421447,2.0,Manhattan,New York County
4198,Co-op for sale,469900,3,2.0,1200.0,40.882,-73.917,7.0909098220799835,13.060277313201007,2.0,Spuyten Duyvil,Bronx County
4199,Co-op for sale,1995000,2,2.0,,40.779,-73.962,,14.506155109559108,2.0,Manhattan,New York County
4200,Co-op for sale,159999,1,1.0,650.0,40.841,-73.922,6.478509642208569,11.982929094215963,1.0,Mount Eden,Bronx County
4201,House for sale,758000,4,2.0,1216.0,40.632,-73.938,7.104144092987527,13.538439983884853,2.0,Flatlands,Kings County
4202,House for sale,599999,2,2.0,1048.0,40.865,-73.843,6.955592608396297,13.304684934198283,2.0,Pelham Gardens,Bronx County
4203,Co-op for sale,749000,1,1.0,,40.783,-73.952,,13.52649559761195,1.0,Manhattan,New York County
4204,Multi-family home for sale,2100000,8,4.0,3750.0,40.689,-73.919,8.229777750081887,14.557448378884015,4.0,Bushwick,Kings County
4205,Co-op for sale,32000000,4,6.0,,40.775,-73.965,,17.281246492014,6.0,Manhattan,New York County
4206,House for sale,620000,3,2.0,1280.0,40.684,-73.797,7.155396301896734,13.3374763699232,2.0,Jamaica,Queens County
4207,House for sale,849000,3,2.0,1890.0,40.829,-73.856,7.544861068658458,13.651815643149092,2.0,East Bronx,Bronx County
4208,Co-op for sale,3250000,3,3.0,2610.0,40.765,-73.968,7.8674885686991285,14.99416586199818,3.0,Manhattan,New York County
4209,Co-op for sale,338000,2,1.0,,40.727,-73.816,,12.73080413304066,1.0,Flushing,Queens County
4210,Multi-family home for sale,3400000,3,8.0,,40.673,-73.959,,15.039286283703994,8.0,Crown Heights,Kings County
4211,Co-op for sale,1575000,2,2.0,1157.0,40.777,-73.987,7.05444965813294,14.269766465162304,2.0,Manhattan,New York County
4212,Co-op for sale,259000,1,1.0,570.0,40.634,-74.031,6.3473892096560105,12.464587201678082,1.0,Bay Ridge,Kings County
4213,House for sale,2300000,6,4.0,3850.0,40.69,-73.938,8.25608813381491,14.648420115681892,4.0,Bedford-Stuyvesant,Kings County
4214,Co-op for sale,975000,2,1.0,,40.8,-73.971,,13.790193775620484,1.0,Manhattan,New York County
4215,Multi-family home for sale,879000,4,3.0,,40.689,-73.864,,13.686541314323094,3.0,Jamaica,Queens County
4216,Co-op for sale,950000,2,1.0,775.0,40.75,-73.986,6.654152520183219,13.76421831620775,1.0,Manhattan,New York County
4217,Condo for sale,749999,3,3.0,1602.0,40.625,-73.909,7.3796321526095525,13.527828485512494,3.0,Bergen Beach,Kings County
4218,Co-op for sale,639000,3,1.0,1050.0,40.75,-73.882,6.957497370876951,13.367661298303675,1.0,Flushing,Queens County
4219,Condo for sale,2300000,3,3.0,1700.0,40.746,-73.972,7.438971592395862,14.648420115681892,3.0,Manhattan,New York County
4220,Co-op for sale,289000,1,1.0,,40.733,-73.86,,12.574185427296195,1.0,Rego Park,Queens County
4221,Multi-family home for sale,1698888,10,6.0,3025.0,40.76,-73.812,8.014996894348302,14.345485065971248,6.0,Flushing,Queens County
4222,Multi-family home for sale,1180000,4,3.0,1528.0,40.62,-73.993,7.332369205929062,13.981025843899115,3.0,Bensonhurst,Kings County
4223,Condo for sale,6750000,2,2.0,2320.0,40.754,-74.003,7.749753406274437,15.72505321099685,2.0,Manhattan,New York County
4224,Townhouse for sale,499000,3,2.0,1890.0,40.63,-74.123,7.544861068658458,13.120363378739663,2.0,West Brighton,Richmond County
4225,Condo for sale,799000,1,1.0,,40.748,-73.973,,13.591117476312084,1.0,Manhattan,New York County
4226,Co-op for sale,600000,1,1.0,750.0,40.799,-73.968,6.621405651764134,13.304686600863562,1.0,Manhattan,New York County
4227,Multi-family home for sale,699000,4,2.0,,40.676,-73.801,,13.457407451830088,2.0,Jamaica,Queens County
4228,House for sale,1578000,5,3.0,,40.726,-73.794,,14.271669414101318,3.0,Flushing,Queens County
4229,House for sale,849000,4,3.0,,40.731,-73.708,,13.651815643149092,3.0,Floral Park,Queens County
4230,Condo for sale,4275000,2,2.0,,40.766,-73.977,,15.268294894271099,2.0,Manhattan,New York County
4231,Co-op for sale,1550000,1,1.0,,40.732,-73.997,,14.253766134056512,1.0,Manhattan,New York County
4232,House for sale,489000,7,3.0,2500.0,40.9,-73.856,7.824445930877619,13.100119813444692,3.0,East Bronx,Bronx County
4233,Co-op for sale,6700000,3,3.0,,40.788,-73.967,,15.717618233614914,3.0,Manhattan,New York County
4234,Co-op for sale,319000,1,1.0,750.0,40.578,-73.973,6.621405651764134,12.672949516558306,1.0,Coney Island,Kings County
4235,Townhouse for sale,10750000,10,10.0,6532.0,40.739,-73.995,8.78462153484075,16.190416405561198,10.0,Manhattan,New York County
4236,Co-op for sale,520000,1,1.0,730.0,40.769,-73.952,6.594413459749778,13.161586013632684,1.0,Manhattan,New York County
4237,Co-op for sale,715000,1,1.0,,40.738,-73.996,,13.480039220276565,1.0,Manhattan,New York County
4238,Co-op for sale,689000,1,1.0,1000.0,40.755,-73.964,6.90875477931522,13.442998001373553,1.0,Manhattan,New York County
4239,Condo for sale,5750000,3,3.0,3700.0,40.723,-73.993,8.216358332386156,15.564710586686562,3.0,Manhattan,New York County
4240,Co-op for sale,885000,1,1.0,,40.76,-73.966,,13.69334405393293,1.0,Manhattan,New York County
4241,House for sale,899000,4,2.0,1400.0,40.742,-73.858,7.244941546337007,13.70903942580019,2.0,Flushing,Queens County
4242,Co-op for sale,1250000,2,3.0,,40.737,-73.983,,14.038654909278163,3.0,Manhattan,New York County
4243,Condo for sale,580000,1,2.3738608579684373,,40.784,-73.857,,13.270785106659046,2.0,College Point,Queens County
4244,Co-op for sale,1825000,3,2.0,1500.0,40.782,-73.983,7.313886831633462,14.417091092943783,2.0,Manhattan,New York County
4245,Pending,249000,1,1.0,700.0,40.758,-73.736,6.55250788703459,12.425212191503038,1.0,Douglaston,Queens County
4246,House for sale,1175000,7,2.3738608579684373,,40.626,-73.911,,13.976779556623864,2.0,Bergen Beach,Kings County
4247,Co-op for sale,232000,1,1.0,750.0,40.758,-73.879,6.621405651764134,12.354496960983985,1.0,East Elmhurst,Queens County
4248,Condo for sale,1100000,2,1.0,988.0,40.798,-73.973,6.8966943316227125,13.910821646859095,1.0,Manhattan,New York County
4249,Multi-family home for sale,1695000,6,4.0,,40.781,-73.915,,14.343193888767015,4.0,Astoria,Queens County
4250,Co-op for sale,300000,2,1.0,,40.825,-73.923,,12.611541086966115,1.0,Concourse Village,Bronx County
4251,Condo for sale,4999000,2,2.0,1666.0,40.715,-74.013,7.418780882750794,15.424748650435696,2.0,Manhattan,New York County
4253,Multi-family home for sale,849999,4,2.0,2217.0,40.641,-73.933,7.704361167910313,13.652991628466498,2.0,East Flatbush,Kings County
4254,Condo for sale,1695000,3,2.0,1827.0,40.675,-73.962,7.510977752014095,14.343193888767015,2.0,Crown Heights,Kings County
4255,Multi-family home for sale,3900000,4,4.0,,40.687,-73.97,,15.176487367510099,4.0,Fort Greene,Kings County
4256,Multi-family home for sale,669000,2,1.0,2675.0,40.633,-74.13,7.892078421248119,13.41354083387756,1.0,Port Richmond,Richmond County
4257,Co-op for sale,350000,3,1.0,,40.755,-73.968,,12.765691290604371,1.0,Manhattan,New York County
4258,Co-op for sale,875000,1,1.0,,40.727,-73.996,,13.681980308196241,1.0,Manhattan,New York County
4259,Co-op for sale,489000,3,1.0,,40.788,-73.955,,13.100119813444692,1.0,Manhattan,New York County
4260,Condo for sale,2800000,3,2.0,1687.0,40.812,-73.96,7.431299675155903,14.845130332288226,2.0,Manhattan,New York County
4261,Pending,949000,2,1.0,,40.809,-73.966,,13.76316513133229,1.0,Manhattan,New York County
4263,Condo for sale,459000,1,1.0,548.0,40.579,-73.963,6.3080984415095305,13.036807667689546,1.0,Brighton Beach,Kings County
4264,Co-op for sale,899000,2,1.0,,40.741,-73.981,,13.70903942580019,1.0,Manhattan,New York County
4265,Townhouse for sale,13650000,6,2.0,6800.0,40.77,-73.961,8.824824939175638,16.429250152855314,2.0,Manhattan,New York County
4266,Co-op for sale,21000000,5,2.3738608579684373,,40.77,-73.965,,16.860033043306743,2.0,Manhattan,New York County
4267,Condo for sale,15900000,4,4.0,3698.0,40.765,-73.974,8.215817791832453,16.58182973008354,4.0,Manhattan,New York County
4268,Condo for sale,4995000,3,4.0,1960.0,40.766,-73.977,7.581209826196346,15.423948170264971,4.0,Manhattan,New York County
4269,Condo for sale,2250000,3,1.0,1710.0,40.723,-74.008,7.444833273892193,14.626441218624949,1.0,Manhattan,New York County
4270,Condo for sale,989000,3,1.0,930.0,40.726,-73.939,6.836259277277067,13.804450621726684,1.0,Greenpoint,Kings County
